VariableName,Value,ValueLabel
Core Based Statistical Area (CBSA) (HD2020),29620,"Lansing-East Lansing, MI"
Core Based Statistical Area (CBSA) (HD2020),29660,"Laramie, WY"
Core Based Statistical Area (CBSA) (HD2020),29820,"Las Vegas-Henderson-Paradise, NV"
Core Based Statistical Area (CBSA) (HD2020),29940,"Lawrence, KS"
Core Based Statistical Area (CBSA) (HD2020),30460,"Lexington-Fayette, KY"
Core Based Statistical Area (CBSA) (HD2020),30700,"Lincoln, NE"
Core Based Statistical Area (CBSA) (HD2020),30780,"Little Rock-North Little Rock-Conway, AR"
Core Based Statistical Area (CBSA) (HD2020),30860,"Logan, UT-ID"
Core Based Statistical Area (CBSA) (HD2020),31080,"Los Angeles-Long Beach-Anaheim, CA"
Core Based Statistical Area (CBSA) (HD2020),31180,"Lubbock, TX"
Core Based Statistical Area (CBSA) (HD2020),31540,"Madison, WI"
Core Based Statistical Area (CBSA) (HD2020),31740,"Manhattan, KS"
Core Based Statistical Area (CBSA) (HD2020),32820,"Memphis, TN-MS-AR"
Core Based Statistical Area (CBSA) (HD2020),33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
Core Based Statistical Area (CBSA) (HD2020),33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
Core Based Statistical Area (CBSA) (HD2020),33660,"Mobile, AL"
Core Based Statistical Area (CBSA) (HD2020),33740,"Monroe, LA"
Core Based Statistical Area (CBSA) (HD2020),34060,"Morgantown, WV"
Core Based Statistical Area (CBSA) (HD2020),34380,"Mount Pleasant, MI"
Core Based Statistical Area (CBSA) (HD2020),34620,"Muncie, IN"
Core Based Statistical Area (CBSA) (HD2020),34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
Core Based Statistical Area (CBSA) (HD2020),34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
Core Based Statistical Area (CBSA) (HD2020),35380,"New Orleans-Metairie, LA"
Core Based Statistical Area (CBSA) (HD2020),35620,"New York-Newark-Jersey City, NY-NJ-PA"
Core Based Statistical Area (CBSA) (HD2020),36420,"Oklahoma City, OK"
Core Based Statistical Area (CBSA) (HD2020),36740,"Orlando-Kissimmee-Sanford, FL"
Core Based Statistical Area (CBSA) (HD2020),37060,"Oxford, MS"
Core Based Statistical Area (CBSA) (HD2020),37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
Core Based Statistical Area (CBSA) (HD2020),38060,"Phoenix-Mesa-Chandler, AZ"
Core Based Statistical Area (CBSA) (HD2020),39420,"Pullman, WA"
Core Based Statistical Area (CBSA) (HD2020),39900,"Reno, NV"
Core Based Statistical Area (CBSA) (HD2020),40820,"Ruston, LA"
Core Based Statistical Area (CBSA) (HD2020),41620,"Salt Lake City, UT"
Core Based Statistical Area (CBSA) (HD2020),41700,"San Antonio-New Braunfels, TX"
Core Based Statistical Area (CBSA) (HD2020),41740,"San Diego-Chula Vista-Carlsbad, CA"
Core Based Statistical Area (CBSA) (HD2020),41860,"San Francisco-Oakland-Berkeley, CA"
Core Based Statistical Area (CBSA) (HD2020),41940,"San Jose-Sunnyvale-Santa Clara, CA"
Core Based Statistical Area (CBSA) (HD2020),42660,"Seattle-Tacoma-Bellevue, WA"
Core Based Statistical Area (CBSA) (HD2020),43780,"South Bend-Mishawaka, IN-MI"
Core Based Statistical Area (CBSA) (HD2020),44260,"Starkville, MS"
Core Based Statistical Area (CBSA) (HD2020),44340,"Statesboro, GA"
Core Based Statistical Area (CBSA) (HD2020),44660,"Stillwater, OK"
Core Based Statistical Area (CBSA) (HD2020),45300,"Tampa-St. Petersburg-Clearwater, FL"
Core Based Statistical Area (CBSA) (HD2020),45780,"Toledo, OH"
Core Based Statistical Area (CBSA) (HD2020),45980,"Troy, AL"
Core Based Statistical Area (CBSA) (HD2020),46060,"Tucson, AZ"
Core Based Statistical Area (CBSA) (HD2020),46140,"Tulsa, OK"
Core Based Statistical Area (CBSA) (HD2020),46220,"Tuscaloosa, AL"
Core Based Statistical Area (CBSA) (HD2020),47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
Core Based Statistical Area (CBSA) (HD2020),47380,"Waco, TX"
Core Based Statistical Area (CBSA) (HD2020),47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
Core Based Statistical Area (CBSA) (HD2020),48620,"Wichita, KS"
CBSA Type Metropolitan or Micropolitan (HD2020),1,Metropolitan Statistical Area 
CBSA Type Metropolitan or Micropolitan (HD2020),2,Micropolitan Statistical Area
Combined Statistical Area (CSA) (HD2020),106,"Albuquerque-Santa Fe-Las Vegas, NM"
Combined Statistical Area (CSA) (HD2020),122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
Combined Statistical Area (CSA) (HD2020),142,"Birmingham-Hoover-Talladega, AL"
Combined Statistical Area (CSA) (HD2020),144,"Bloomington-Bedford, IN"
Combined Statistical Area (CSA) (HD2020),147,"Boise City-Mountain Home-Ontario, ID-OR"
Combined Statistical Area (CSA) (HD2020),150,"Bowling Green-Glasgow, KY"
Combined Statistical Area (CSA) (HD2020),160,"Buffalo-Cheektowaga-Olean, NY"
Combined Statistical Area (CSA) (HD2020),168,"Cedar Rapids-Iowa City, IA"
Combined Statistical Area (CSA) (HD2020),170,"Charleston-Huntington-Ashland, WV-OH-KY"
Combined Statistical Area (CSA) (HD2020),172,"Charlotte-Concord, NC-SC"
Combined Statistical Area (CSA) (HD2020),176,"Chicago-Naperville, IL-IN-WI"
Combined Statistical Area (CSA) (HD2020),178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
Combined Statistical Area (CSA) (HD2020),184,"Cleveland-Akron-Canton, OH"
Combined Statistical Area (CSA) (HD2020),190,"Columbia-Moberly-Mexico, MO"
Combined Statistical Area (CSA) (HD2020),192,"Columbia-Orangeburg-Newberry, SC"
Combined Statistical Area (CSA) (HD2020),194,"Columbus-Auburn-Opelika, GA-AL"
Combined Statistical Area (CSA) (HD2020),198,"Columbus-Marion-Zanesville, OH"
Combined Statistical Area (CSA) (HD2020),206,"Dallas-Fort Worth, TX-OK"
Combined Statistical Area (CSA) (HD2020),216,"Denver-Aurora, CO"
Combined Statistical Area (CSA) (HD2020),218,"Des Moines-Ames-West Des Moines, IA"
Combined Statistical Area (CSA) (HD2020),220,"Detroit-Warren-Ann Arbor, MI"
Combined Statistical Area (CSA) (HD2020),238,"El Paso-Las Cruces, TX-NM"
Combined Statistical Area (CSA) (HD2020),260,"Fresno-Madera-Hanford, CA"
Combined Statistical Area (CSA) (HD2020),264,"Gainesville-Lake City, FL"
Combined Statistical Area (CSA) (HD2020),272,"Greenville-Kinston-Washington, NC"
Combined Statistical Area (CSA) (HD2020),279,"Hattiesburg-Laurel, MS"
Combined Statistical Area (CSA) (HD2020),288,"Houston-The Woodlands, TX"
Combined Statistical Area (CSA) (HD2020),294,"Indianapolis-Carmel-Muncie, IN"
Combined Statistical Area (CSA) (HD2020),308,"Jonesboro-Paragould, AR"
Combined Statistical Area (CSA) (HD2020),310,"Kalamazoo-Battle Creek-Portage, MI"
Combined Statistical Area (CSA) (HD2020),312,"Kansas City-Overland Park-Kansas City, MO-KS"
Combined Statistical Area (CSA) (HD2020),314,"Kerrville-Fredericksburg, TX"
Combined Statistical Area (CSA) (HD2020),315,"Knoxville-Morristown-Sevierville, TN"
Combined Statistical Area (CSA) (HD2020),318,"Lafayette-Opelousas-Morgan City, LA"
Combined Statistical Area (CSA) (HD2020),320,"Lafayette-West Lafayette-Frankfort, IN"
Combined Statistical Area (CSA) (HD2020),332,"Las Vegas-Henderson, NV"
Combined Statistical Area (CSA) (HD2020),336,"Lexington-Fayette--Richmond--Frankfort, KY"
Combined Statistical Area (CSA) (HD2020),339,"Lincoln-Beatrice, NE"
Combined Statistical Area (CSA) (HD2020),340,"Little Rock-North Little Rock, AR"
Combined Statistical Area (CSA) (HD2020),348,"Los Angeles-Long Beach, CA"
Combined Statistical Area (CSA) (HD2020),352,"Lubbock-Plainview-Levelland, TX"
Combined Statistical Area (CSA) (HD2020),357,"Madison-Janesville-Beloit, WI"
Combined Statistical Area (CSA) (HD2020),368,"Memphis-Forrest City, TN-MS-AR"
Combined Statistical Area (CSA) (HD2020),370,"Miami-Port St. Lucie-Fort Lauderdale, FL"
Combined Statistical Area (CSA) (HD2020),378,"Minneapolis-St. Paul, MN-WI"
Combined Statistical Area (CSA) (HD2020),380,"Mobile-Daphne-Fairhope, AL"
Combined Statistical Area (CSA) (HD2020),384,"Monroe-Ruston, LA"
Combined Statistical Area (CSA) (HD2020),390,"Morgantown-Fairmont, WV"
Combined Statistical Area (CSA) (HD2020),394,"Mount Pleasant-Alma, MI"
Combined Statistical Area (CSA) (HD2020),396,"Myrtle Beach-Conway, SC-NC"
Combined Statistical Area (CSA) (HD2020),400,"Nashville-Davidson--Murfreesboro, TN"
Combined Statistical Area (CSA) (HD2020),406,"New Orleans-Metairie-Hammond, LA-MS"
Combined Statistical Area (CSA) (HD2020),408,"New York-Newark, NY-NJ-CT-PA"
Combined Statistical Area (CSA) (HD2020),416,"Oklahoma City-Shawnee, OK"
Combined Statistical Area (CSA) (HD2020),422,"Orlando-Lakeland-Deltona, FL"
Combined Statistical Area (CSA) (HD2020),428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Combined Statistical Area (CSA) (HD2020),429,"Phoenix-Mesa, AZ"
Combined Statistical Area (CSA) (HD2020),440,"Portland-Vancouver-Salem, OR-WA"
Combined Statistical Area (CSA) (HD2020),446,"Pullman-Moscow, WA-ID"
Combined Statistical Area (CSA) (HD2020),456,"Reno-Carson City-Fernley, NV"
Combined Statistical Area (CSA) (HD2020),482,"Salt Lake City-Provo-Orem, UT"
Combined Statistical Area (CSA) (HD2020),484,"San Antonio-New Braunfels-Pearsall, TX"
Combined Statistical Area (CSA) (HD2020),488,"San Jose-San Francisco-Oakland, CA"
Combined Statistical Area (CSA) (HD2020),496,"Savannah-Hinesville-Statesboro, GA"
Combined Statistical Area (CSA) (HD2020),500,"Seattle-Tacoma, WA"
Combined Statistical Area (CSA) (HD2020),515,"South Bend-Elkhart-Mishawaka, IN-MI"
Combined Statistical Area (CSA) (HD2020),534,"Toledo-Findlay-Tiffin, OH"
Combined Statistical Area (CSA) (HD2020),536,"Tucson-Nogales, AZ"
Combined Statistical Area (CSA) (HD2020),538,"Tulsa-Muskogee-Bartlesville, OK"
Combined Statistical Area (CSA) (HD2020),545,"Virginia Beach-Norfolk, VA-NC"
Combined Statistical Area (CSA) (HD2020),548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Combined Statistical Area (CSA) (HD2020),556,"Wichita-Winfield, KS"
Combined Statistical Area (CSA) (HD2020),-2,Not applicable
New England City and Town Area (NECTA) (HD2020),-2,Not applicable
Fips County code (HD2020),1073,"Jefferson County, AL"
Fips County code (HD2020),1081,"Lee County, AL"
Fips County code (HD2020),1097,"Mobile County, AL"
Fips County code (HD2020),1109,"Pike County, AL"
Fips County code (HD2020),1125,"Tuscaloosa County, AL"
Fips County code (HD2020),4013,"Maricopa County, AZ"
Fips County code (HD2020),4019,"Pima County, AZ"
Fips County code (HD2020),5031,"Craighead County, AR"
Fips County code (HD2020),5119,"Pulaski County, AR"
Fips County code (HD2020),5143,"Washington County, AR"
Fips County code (HD2020),6001,"Alameda County, CA"
Fips County code (HD2020),6019,"Fresno County, CA"
Fips County code (HD2020),6037,"Los Angeles County, CA"
Fips County code (HD2020),6073,"San Diego County, CA"
Fips County code (HD2020),6085,"Santa Clara County, CA"
Fips County code (HD2020),8013,"Boulder County, CO"
Fips County code (HD2020),8041,"El Paso County, CO"
Fips County code (HD2020),8069,"Larimer County, CO"
Fips County code (HD2020),12001,"Alachua County, FL"
Fips County code (HD2020),12057,"Hillsborough County, FL"
Fips County code (HD2020),12086,"Miami-Dade County, FL"
Fips County code (HD2020),12095,"Orange County, FL"
Fips County code (HD2020),12099,"Palm Beach County, FL"
Fips County code (HD2020),13031,"Bulloch County, GA"
Fips County code (HD2020),13059,"Clarke County, GA"
Fips County code (HD2020),13121,"Fulton County, GA"
Fips County code (HD2020),16001,"Ada County, ID"
Fips County code (HD2020),17019,"Champaign County, IL"
Fips County code (HD2020),17031,"Cook County, IL"
Fips County code (HD2020),17037,"DeKalb County, IL"
Fips County code (HD2020),18035,"Delaware County, IN"
Fips County code (HD2020),18105,"Monroe County, IN"
Fips County code (HD2020),18141,"St. Joseph County, IN"
Fips County code (HD2020),18157,"Tippecanoe County, IN"
Fips County code (HD2020),19103,"Johnson County, IA"
Fips County code (HD2020),19169,"Story County, IA"
Fips County code (HD2020),20045,"Douglas County, KS"
Fips County code (HD2020),20161,"Riley County, KS"
Fips County code (HD2020),20173,"Sedgwick County, KS"
Fips County code (HD2020),21067,"Fayette County, KY"
Fips County code (HD2020),21227,"Warren County, KY"
Fips County code (HD2020),22033,"East Baton Rouge Parish, LA"
Fips County code (HD2020),22055,"Lafayette Parish, LA"
Fips County code (HD2020),22061,"Lincoln Parish, LA"
Fips County code (HD2020),22071,"Orleans Parish, LA"
Fips County code (HD2020),22073,"Ouachita Parish, LA"
Fips County code (HD2020),24033,"Prince George's County, MD"
Fips County code (HD2020),26065,"Ingham County, MI"
Fips County code (HD2020),26073,"Isabella County, MI"
Fips County code (HD2020),26077,"Kalamazoo County, MI"
Fips County code (HD2020),26161,"Washtenaw County, MI"
Fips County code (HD2020),27053,"Hennepin County, MN"
Fips County code (HD2020),28035,"Forrest County, MS"
Fips County code (HD2020),28071,"Lafayette County, MS"
Fips County code (HD2020),28105,"Oktibbeha County, MS"
Fips County code (HD2020),29019,"Boone County, MO"
Fips County code (HD2020),31109,"Lancaster County, NE"
Fips County code (HD2020),32003,"Clark County, NV"
Fips County code (HD2020),32031,"Washoe County, NV"
Fips County code (HD2020),34023,"Middlesex County, NJ"
Fips County code (HD2020),35001,"Bernalillo County, NM"
Fips County code (HD2020),36029,"Erie County, NY"
Fips County code (HD2020),37119,"Mecklenburg County, NC"
Fips County code (HD2020),37147,"Pitt County, NC"
Fips County code (HD2020),37189,"Watauga County, NC"
Fips County code (HD2020),39009,"Athens County, OH"
Fips County code (HD2020),39017,"Butler County, OH"
Fips County code (HD2020),39049,"Franklin County, OH"
Fips County code (HD2020),39061,"Hamilton County, OH"
Fips County code (HD2020),39095,"Lucas County, OH"
Fips County code (HD2020),39133,"Portage County, OH"
Fips County code (HD2020),39153,"Summit County, OH"
Fips County code (HD2020),39173,"Wood County, OH"
Fips County code (HD2020),40027,"Cleveland County, OK"
Fips County code (HD2020),40119,"Payne County, OK"
Fips County code (HD2020),40143,"Tulsa County, OK"
Fips County code (HD2020),41003,"Benton County, OR"
Fips County code (HD2020),41039,"Lane County, OR"
Fips County code (HD2020),42101,"Philadelphia County, PA"
Fips County code (HD2020),45051,"Horry County, SC"
Fips County code (HD2020),45079,"Richland County, SC"
Fips County code (HD2020),47037,"Davidson County, TN"
Fips County code (HD2020),47093,"Knox County, TN"
Fips County code (HD2020),47149,"Rutherford County, TN"
Fips County code (HD2020),47157,"Shelby County, TN"
Fips County code (HD2020),48029,"Bexar County, TX"
Fips County code (HD2020),48041,"Brazos County, TX"
Fips County code (HD2020),48113,"Dallas County, TX"
Fips County code (HD2020),48121,"Denton County, TX"
Fips County code (HD2020),48141,"El Paso County, TX"
Fips County code (HD2020),48201,"Harris County, TX"
Fips County code (HD2020),48209,"Hays County, TX"
Fips County code (HD2020),48303,"Lubbock County, TX"
Fips County code (HD2020),48309,"McLennan County, TX"
Fips County code (HD2020),48439,"Tarrant County, TX"
Fips County code (HD2020),48453,"Travis County, TX"
Fips County code (HD2020),49005,"Cache County, UT"
Fips County code (HD2020),49035,"Salt Lake County, UT"
Fips County code (HD2020),51710,"Norfolk City, VA"
Fips County code (HD2020),53033,"King County, WA"
Fips County code (HD2020),53075,"Whitman County, WA"
Fips County code (HD2020),54011,"Cabell County, WV"
Fips County code (HD2020),54061,"Monongalia County, WV"
Fips County code (HD2020),55025,"Dane County, WI"
Fips County code (HD2020),56001,"Albany County, WY"
State and 114TH Congressional District ID (HD2020),101,"AL, District 01"
State and 114TH Congressional District ID (HD2020),102,"AL, District 02"
State and 114TH Congressional District ID (HD2020),103,"AL, District 03"
State and 114TH Congressional District ID (HD2020),107,"AL, District 07"
State and 114TH Congressional District ID (HD2020),403,"AZ, District 03"
State and 114TH Congressional District ID (HD2020),405,"AZ, District 05"
State and 114TH Congressional District ID (HD2020),407,"AZ, District 07"
State and 114TH Congressional District ID (HD2020),409,"AZ, District 09"
State and 114TH Congressional District ID (HD2020),501,"AR, District 01"
State and 114TH Congressional District ID (HD2020),502,"AR, District 02"
State and 114TH Congressional District ID (HD2020),503,"AR, District 03"
State and 114TH Congressional District ID (HD2020),609,"CA, District 09"
State and 114TH Congressional District ID (HD2020),613,"CA, District 13"
State and 114TH Congressional District ID (HD2020),614,"CA, District 14"
State and 114TH Congressional District ID (HD2020),616,"CA, District 16"
State and 114TH Congressional District ID (HD2020),618,"CA, District 18"
State and 114TH Congressional District ID (HD2020),619,"CA, District 19"
State and 114TH Congressional District ID (HD2020),621,"CA, District 21"
State and 114TH Congressional District ID (HD2020),622,"CA, District 22"
State and 114TH Congressional District ID (HD2020),630,"CA, District 30"
State and 114TH Congressional District ID (HD2020),633,"CA, District 33"
State and 114TH Congressional District ID (HD2020),637,"CA, District 37"
State and 114TH Congressional District ID (HD2020),653,"CA, District 53"
State and 114TH Congressional District ID (HD2020),802,"CO, District 02"
State and 114TH Congressional District ID (HD2020),804,"CO, District 04"
State and 114TH Congressional District ID (HD2020),805,"CO, District 05"
State and 114TH Congressional District ID (HD2020),1203,"FL, District 03"
State and 114TH Congressional District ID (HD2020),1206,"FL, District 06"
State and 114TH Congressional District ID (HD2020),1207,"FL, District 07"
State and 114TH Congressional District ID (HD2020),1211,"FL, District 11"
State and 114TH Congressional District ID (HD2020),1214,"FL, District 14"
State and 114TH Congressional District ID (HD2020),1215,"FL, District 15"
State and 114TH Congressional District ID (HD2020),1219,"FL, District 19"
State and 114TH Congressional District ID (HD2020),1221,"FL, District 21"
State and 114TH Congressional District ID (HD2020),1222,"FL, District 22"
State and 114TH Congressional District ID (HD2020),1224,"FL, District 24"
State and 114TH Congressional District ID (HD2020),1226,"FL, District 26"
State and 114TH Congressional District ID (HD2020),1305,"GA, District 05"
State and 114TH Congressional District ID (HD2020),1310,"GA, District 10"
State and 114TH Congressional District ID (HD2020),1312,"GA, District 12"
State and 114TH Congressional District ID (HD2020),1602,"ID, District 02"
State and 114TH Congressional District ID (HD2020),1709,"IL, District 09"
State and 114TH Congressional District ID (HD2020),1713,"IL, District 13"
State and 114TH Congressional District ID (HD2020),1714,"IL, District 14"
State and 114TH Congressional District ID (HD2020),1715,"IL, District 15"
State and 114TH Congressional District ID (HD2020),1716,"IL, District 16"
State and 114TH Congressional District ID (HD2020),1802,"IN, District 02"
State and 114TH Congressional District ID (HD2020),1804,"IN, District 04"
State and 114TH Congressional District ID (HD2020),1806,"IN, District 06"
State and 114TH Congressional District ID (HD2020),1809,"IN, District 09"
State and 114TH Congressional District ID (HD2020),1902,"IA, District 02"
State and 114TH Congressional District ID (HD2020),1904,"IA, District 04"
State and 114TH Congressional District ID (HD2020),2001,"KS, District 01"
State and 114TH Congressional District ID (HD2020),2002,"KS, District 02"
State and 114TH Congressional District ID (HD2020),2003,"KS, District 03"
State and 114TH Congressional District ID (HD2020),2004,"KS, District 04"
State and 114TH Congressional District ID (HD2020),2102,"KY, District 02"
State and 114TH Congressional District ID (HD2020),2106,"KY, District 06"
State and 114TH Congressional District ID (HD2020),2201,"LA, District 01"
State and 114TH Congressional District ID (HD2020),2202,"LA, District 02"
State and 114TH Congressional District ID (HD2020),2203,"LA, District 03"
State and 114TH Congressional District ID (HD2020),2205,"LA, District 05"
State and 114TH Congressional District ID (HD2020),2206,"LA, District 06"
State and 114TH Congressional District ID (HD2020),2405,"MD, District 05"
State and 114TH Congressional District ID (HD2020),2604,"MI, District 04"
State and 114TH Congressional District ID (HD2020),2606,"MI, District 06"
State and 114TH Congressional District ID (HD2020),2608,"MI, District 08"
State and 114TH Congressional District ID (HD2020),2612,"MI, District 12"
State and 114TH Congressional District ID (HD2020),2705,"MN, District 05"
State and 114TH Congressional District ID (HD2020),2801,"MS, District 01"
State and 114TH Congressional District ID (HD2020),2803,"MS, District 03"
State and 114TH Congressional District ID (HD2020),2804,"MS, District 04"
State and 114TH Congressional District ID (HD2020),2904,"MO, District 04"
State and 114TH Congressional District ID (HD2020),3101,"NE, District 01"
State and 114TH Congressional District ID (HD2020),3201,"NV, District 01"
State and 114TH Congressional District ID (HD2020),3202,"NV, District 02"
State and 114TH Congressional District ID (HD2020),3406,"NJ, District 06"
State and 114TH Congressional District ID (HD2020),3501,"NM, District 01"
State and 114TH Congressional District ID (HD2020),3626,"NY, District 26"
State and 114TH Congressional District ID (HD2020),3701,"NC, District 01"
State and 114TH Congressional District ID (HD2020),3703,"NC, District 03"
State and 114TH Congressional District ID (HD2020),3705,"NC, District 05"
State and 114TH Congressional District ID (HD2020),3708,"NC, District 08"
State and 114TH Congressional District ID (HD2020),3712,"NC, District 12"
State and 114TH Congressional District ID (HD2020),3901,"OH, District 01"
State and 114TH Congressional District ID (HD2020),3903,"OH, District 03"
State and 114TH Congressional District ID (HD2020),3905,"OH, District 05"
State and 114TH Congressional District ID (HD2020),3906,"OH, District 06"
State and 114TH Congressional District ID (HD2020),3908,"OH, District 08"
State and 114TH Congressional District ID (HD2020),3909,"OH, District 09"
State and 114TH Congressional District ID (HD2020),3913,"OH, District 13"
State and 114TH Congressional District ID (HD2020),3915,"OH, District 15"
State and 114TH Congressional District ID (HD2020),4001,"OK, District 01"
State and 114TH Congressional District ID (HD2020),4003,"OK, District 03"
State and 114TH Congressional District ID (HD2020),4004,"OK, District 04"
State and 114TH Congressional District ID (HD2020),4104,"OR, District 04"
State and 114TH Congressional District ID (HD2020),4105,"OR, District 05"
State and 114TH Congressional District ID (HD2020),4202,"PA, District 02"
State and 114TH Congressional District ID (HD2020),4501,"SC, District 01"
State and 114TH Congressional District ID (HD2020),4506,"SC, District 06"
State and 114TH Congressional District ID (HD2020),4507,"SC, District 07"
State and 114TH Congressional District ID (HD2020),4702,"TN, District 02"
State and 114TH Congressional District ID (HD2020),4704,"TN, District 04"
State and 114TH Congressional District ID (HD2020),4705,"TN, District 05"
State and 114TH Congressional District ID (HD2020),4706,"TN, District 06"
State and 114TH Congressional District ID (HD2020),4709,"TN, District 09"
State and 114TH Congressional District ID (HD2020),4802,"TX, District 02"
State and 114TH Congressional District ID (HD2020),4806,"TX, District 06"
State and 114TH Congressional District ID (HD2020),4807,"TX, District 07"
State and 114TH Congressional District ID (HD2020),4812,"TX, District 12"
