"VariableName","Value","ValueLabel"
"NCAA/NAIA conference number football (IC2018)","141","Division II Independents"
"NCAA/NAIA conference number football (IC2018)","367","Great American Conference"
"NCAA/NAIA conference number football (IC2018)","144","Great Lakes Intercollegiate Athletic Conference"
"NCAA/NAIA conference number football (IC2018)","371","Great Midwest Athletic Conference"
"NCAA/NAIA conference number football (IC2018)","145","Great Lakes Valley Conference"
"NCAA/NAIA conference number football (IC2018)","213","Great Northwest Athletic Conference"
"NCAA/NAIA conference number football (IC2018)","146","Gulf South Conference"
"NCAA/NAIA conference number football (IC2018)","147","Lone Star Conference"
"NCAA/NAIA conference number football (IC2018)","148","Mid-America Intercollegiate Athletic Association"
"NCAA/NAIA conference number football (IC2018)","119","Mid-American Conference"
"NCAA/NAIA conference number football (IC2018)","121","Mid-Eastern Athletic Conference"
"NCAA/NAIA conference number football (IC2018)","315","Mid-South Conference"
"NCAA/NAIA conference number football (IC2018)","370","Mountain East Conference"
"NCAA/NAIA conference number football (IC2018)","203","Mountain West Conference"
"NCAA/NAIA conference number football (IC2018)","187","New Jersey Athletic Conference"
"NCAA/NAIA conference number football (IC2018)","153","Northeast 10 Conference"
"NCAA/NAIA conference number football (IC2018)","155","Northern Sun Intercollegiate Conference"
"NCAA/NAIA conference number football (IC2018)","192","Old Dominion Athletic Conference"
"NCAA/NAIA conference number football (IC2018)","127","Pacific-12 Conference"
"NCAA/NAIA conference number football (IC2018)","193","Pennsylvania Athletic Conference"
"NCAA/NAIA conference number football (IC2018)","158","Pennsylvania State Athletic Conference"
"NCAA/NAIA conference number football (IC2018)","159","Rocky Mountain Athletic Conference"
"NCAA/NAIA conference number football (IC2018)","160","South Atlantic Conference"
"NCAA/NAIA conference number football (IC2018)","130","Southeastern Conference"
"NCAA/NAIA conference number football (IC2018)","161","Southern Intercollegiate Athletic Conference"
"NCAA/NAIA conference number football (IC2018)","134","Sun Belt Conference"
"NCAA/NAIA conference number football (IC2018)","163","West Virginia Intercollegiate Athletic Conference"
"NCAA/NAIA conference number football (IC2018)","342","Other"
"NCAA/NAIA conference number football (IC2018)","-2","Not applicable"
